time_s,temperature_C,pwm,heat_cool,safety,heat_pwm_firmware,cool_pwm_firmware,limit_C
21.28,23.36,0,0,OK,0,0,60.00
21.78,23.36,0,0,OK,0,0,60.00
22.29,23.36,0,0,OK,0,0,60.00
22.80,23.36,0,0,OK,0,0,60.00
23.30,23.36,0,0,OK,0,0,60.00
23.81,23.36,0,0,OK,0,0,60.00
24.31,23.36,0,0,OK,0,0,60.00
24.82,23.36,0,0,OK,0,0,60.00
25.32,23.36,0,0,OK,0,0,60.00
25.83,23.36,0,0,OK,0,0,60.00
26.34,23.36,0,0,OK,0,0,60.00
26.84,23.36,0,0,OK,0,0,60.00
27.35,23.36,0,0,OK,0,0,60.00
27.85,23.36,0,0,OK,0,0,60.00
28.36,23.36,0,0,OK,0,0,60.00
28.87,23.36,0,0,OK,0,0,60.00
29.37,23.36,0,0,OK,0,0,60.00
29.88,23.36,0,0,OK,0,0,60.00
30.38,23.35,0,0,OK,0,0,60.00
30.89,23.34,0,0,OK,0,0,60.00
31.39,23.33,0,0,OK,0,0,60.00
31.90,23.32,0,0,OK,0,0,60.00
32.41,23.31,0,0,OK,0,0,60.00
32.91,23.30,0,0,OK,0,0,60.00
33.42,23.29,0,0,OK,0,0,60.00
33.93,23.29,0,0,OK,0,0,60.00
34.43,23.29,0,0,OK,0,0,60.00
34.94,23.29,0,0,OK,0,0,60.00
35.44,23.29,0,0,OK,0,0,60.00
35.95,23.29,0,0,OK,0,0,60.00
36.45,23.31,0,0,OK,0,0,60.00
36.96,23.29,0,0,OK,0,0,60.00
37.47,23.29,0,0,OK,0,0,60.00
37.97,23.29,0,0,OK,0,0,60.00
38.48,23.29,0,0,OK,0,0,60.00
38.98,23.29,0,0,OK,0,0,60.00
39.49,23.29,0,0,OK,0,0,60.00
39.99,23.29,0,0,OK,0,0,60.00
40.50,23.29,0,0,OK,0,0,60.00
41.01,23.29,0,0,OK,0,0,60.00
41.51,23.29,0,0,OK,0,0,60.00
42.02,23.29,0,0,OK,0,0,60.00
42.52,23.30,0,0,OK,0,0,60.00
43.03,23.32,0,0,OK,0,0,60.00
43.53,23.36,0,0,OK,0,0,60.00
44.04,23.36,0,0,OK,0,0,60.00
44.55,23.36,0,0,OK,0,0,60.00
45.05,23.36,0,0,OK,0,0,60.00
45.56,23.36,0,0,OK,0,0,60.00
46.06,23.36,0,0,OK,0,0,60.00
46.57,23.36,0,0,OK,0,0,60.00
47.08,23.36,0,0,OK,0,0,60.00
47.58,23.36,0,0,OK,0,0,60.00
48.09,23.36,0,0,OK,0,0,60.00
48.59,23.36,0,0,OK,0,0,60.00
49.10,23.36,0,0,OK,0,0,60.00
49.60,23.36,0,0,OK,0,0,60.00
50.11,23.35,0,0,OK,0,0,60.00
50.62,23.33,0,0,OK,0,0,60.00
51.12,23.31,0,0,OK,0,0,60.00
51.63,23.30,0,0,OK,0,0,60.00
52.13,23.29,0,0,OK,0,0,60.00
52.64,23.29,0,0,OK,0,0,60.00
53.14,23.29,0,0,OK,0,0,60.00
53.65,23.30,0,0,OK,0,0,60.00
54.16,23.29,0,0,OK,0,0,60.00
54.66,23.29,0,0,OK,0,0,60.00
55.17,23.29,0,0,OK,0,0,60.00
55.67,23.29,0,0,OK,0,0,60.00
56.18,23.29,0,0,OK,0,0,60.00
56.69,23.29,0,0,OK,0,0,60.00
57.19,23.29,0,0,OK,0,0,60.00
57.70,23.29,0,0,OK,0,0,60.00
58.20,23.29,0,0,OK,0,0,60.00
58.71,23.29,0,0,OK,0,0,60.00
59.21,23.29,0,0,OK,0,0,60.00
59.72,23.29,0,0,OK,0,0,60.00
60.22,23.29,0,0,OK,0,0,60.00
60.73,23.29,0,0,OK,0,0,60.00
61.24,23.29,0,0,OK,0,0,60.00
61.74,23.29,0,0,OK,0,0,60.00
62.25,23.29,0,0,OK,0,0,60.00
62.75,23.29,0,0,OK,0,0,60.00
63.26,23.29,0,0,OK,0,0,60.00
63.77,23.29,0,0,OK,0,0,60.00
64.27,23.29,0,0,OK,0,0,60.00
64.78,23.29,0,0,OK,0,0,60.00
65.28,23.29,0,0,OK,0,0,60.00
65.79,23.29,0,0,OK,0,0,60.00
66.29,23.29,0,0,OK,0,0,60.00
66.80,23.29,0,0,OK,0,0,60.00
67.31,23.29,0,0,OK,0,0,60.00
67.81,23.29,0,0,OK,0,0,60.00
68.32,23.29,0,0,OK,0,0,60.00
68.82,23.29,0,0,OK,0,0,60.00
69.33,23.29,0,0,OK,0,0,60.00
69.83,23.29,0,0,OK,0,0,60.00
70.34,23.29,0,0,OK,0,0,60.00
70.85,23.29,0,0,OK,0,0,60.00
71.35,23.29,0,0,OK,0,0,60.00
71.86,23.29,0,0,OK,0,0,60.00
72.36,23.29,0,0,OK,0,0,60.00
72.87,23.29,0,0,OK,0,0,60.00
73.38,23.29,0,0,OK,0,0,60.00
73.88,23.29,0,0,OK,0,0,60.00
74.39,23.29,0,0,OK,0,0,60.00
74.89,23.29,0,0,OK,0,0,60.00
75.40,23.29,0,0,OK,0,0,60.00
75.90,23.29,0,0,OK,0,0,60.00
76.41,23.29,0,0,OK,0,0,60.00
76.92,23.29,0,0,OK,0,0,60.00
77.42,23.29,0,0,OK,0,0,60.00
77.93,23.29,0,0,OK,0,0,60.00
78.43,23.29,0,0,OK,0,0,60.00
78.94,23.29,0,0,OK,0,0,60.00
79.44,23.29,0,0,OK,0,0,60.00
79.95,23.29,0,0,OK,0,0,60.00
80.46,23.29,0,0,OK,0,0,60.00
80.96,23.29,0,0,OK,0,0,60.00
81.47,23.29,0,0,OK,0,0,60.00
81.97,23.29,0,0,OK,0,0,60.00
82.48,23.29,0,0,OK,0,0,60.00
82.98,23.29,0,0,OK,0,0,60.00
83.49,23.29,0,0,OK,0,0,60.00
84.00,23.29,0,0,OK,0,0,60.00
84.50,23.29,0,0,OK,0,0,60.00
85.01,23.29,0,0,OK,0,0,60.00
85.51,23.29,0,0,OK,0,0,60.00
86.02,23.29,0,0,OK,0,0,60.00
86.52,23.29,0,0,OK,0,0,60.00
87.03,23.29,0,0,OK,0,0,60.00
87.54,23.29,0,0,OK,0,0,60.00
88.04,23.29,0,0,OK,0,0,60.00
88.55,23.29,0,0,OK,0,0,60.00
89.05,23.29,0,0,OK,0,0,60.00
89.56,23.29,0,0,OK,0,0,60.00
90.07,23.29,0,0,OK,0,0,60.00
90.57,23.29,0,0,OK,0,0,60.00
91.08,23.29,0,0,OK,0,0,60.00
91.58,23.29,0,0,OK,0,0,60.00
92.09,23.29,0,0,OK,0,0,60.00
92.59,23.28,0,0,OK,0,0,60.00
93.10,23.28,0,0,OK,0,0,60.00
93.61,23.28,0,0,OK,0,0,60.00
94.11,23.28,0,0,OK,0,0,60.00
94.62,23.28,0,0,OK,0,0,60.00
95.12,23.27,0,0,OK,0,0,60.00
95.63,23.27,0,0,OK,0,0,60.00
96.14,23.26,0,0,OK,0,0,60.00
96.64,23.26,0,0,OK,0,0,60.00
97.15,23.25,0,0,OK,0,0,60.00
97.65,23.24,0,0,OK,0,0,60.00
98.16,23.24,0,0,OK,0,0,60.00
98.66,23.23,0,0,OK,0,0,60.00
99.17,23.23,0,0,OK,0,0,60.00
99.68,23.23,0,0,OK,0,0,60.00
100.18,23.23,0,0,OK,0,0,60.00
100.69,23.25,0,0,OK,0,0,60.00
101.19,23.23,0,0,OK,0,0,60.00
101.70,23.24,0,0,OK,0,0,60.00
102.21,23.24,0,0,OK,0,0,60.00
102.72,23.24,0,0,OK,0,0,60.00
103.22,23.24,0,0,OK,0,0,60.00
103.73,23.24,0,0,OK,0,0,60.00
104.24,23.24,0,0,OK,0,0,60.00
104.74,23.24,0,0,OK,0,0,60.00
105.25,23.25,0,0,OK,0,0,60.00
105.76,23.25,0,0,OK,0,0,60.00
106.26,23.25,0,0,OK,0,0,60.00
106.77,23.25,0,0,OK,0,0,60.00
107.28,23.25,0,0,OK,0,0,60.00
107.79,23.25,0,0,OK,0,0,60.00
108.29,23.26,0,0,OK,0,0,60.00
108.80,23.25,0,0,OK,0,0,60.00
109.30,23.26,0,0,OK,0,0,60.00
109.81,23.26,0,0,OK,0,0,60.00
110.32,23.26,0,0,OK,0,0,60.00
110.82,23.26,0,0,OK,0,0,60.00
111.33,23.26,0,0,OK,0,0,60.00
111.84,23.25,0,0,OK,0,0,60.00
112.35,23.25,0,0,OK,0,0,60.00
112.85,23.25,0,0,OK,0,0,60.00
113.36,23.24,0,0,OK,0,0,60.00
113.87,23.24,0,0,OK,0,0,60.00
114.37,23.23,0,0,OK,0,0,60.00
114.88,23.23,0,0,OK,0,0,60.00
115.39,23.22,0,0,OK,0,0,60.00
115.89,23.22,0,0,OK,0,0,60.00
116.40,23.22,0,0,OK,0,0,60.00
116.91,23.22,0,0,OK,0,0,60.00
117.41,23.22,0,0,OK,0,0,60.00
117.92,23.22,0,0,OK,0,0,60.00
118.43,23.22,0,0,OK,0,0,60.00
118.93,23.22,0,0,OK,0,0,60.00
119.44,23.22,0,0,OK,0,0,60.00
119.95,23.22,0,0,OK,0,0,60.00
120.46,23.22,0,0,OK,0,0,60.00
120.96,23.22,0,0,OK,0,0,60.00
121.47,23.22,0,0,OK,0,0,60.00
121.98,23.22,0,0,OK,0,0,60.00
122.48,23.22,0,0,OK,0,0,60.00
122.99,23.21,0,0,OK,0,0,60.00
123.50,23.21,0,0,OK,0,0,60.00
124.00,23.22,0,0,OK,0,0,60.00
124.51,23.22,0,0,OK,0,0,60.00
125.02,23.21,0,0,OK,0,0,60.00
125.52,23.21,0,0,OK,0,0,60.00
126.03,23.21,0,0,OK,0,0,60.00
126.54,23.21,0,0,OK,0,0,60.00
127.04,23.21,0,0,OK,0,0,60.00
127.55,23.21,0,0,OK,0,0,60.00
128.06,23.21,0,0,OK,0,0,60.00
128.57,23.21,0,0,OK,0,0,60.00
129.07,23.21,0,0,OK,0,0,60.00
129.58,23.21,0,0,OK,0,0,60.00
130.09,23.21,0,0,OK,0,0,60.00
130.59,23.21,0,0,OK,0,0,60.00
131.10,23.21,0,0,OK,0,0,60.00
131.61,23.21,0,0,OK,0,0,60.00
132.11,23.21,0,0,OK,0,0,60.00
132.62,23.21,0,0,OK,0,0,60.00
133.13,23.21,0,0,OK,0,0,60.00
133.63,23.21,0,0,OK,0,0,60.00
134.14,23.21,0,0,OK,0,0,60.00
134.65,23.21,0,0,OK,0,0,60.00
135.15,23.21,0,0,OK,0,0,60.00
135.66,23.21,0,0,OK,0,0,60.00
136.17,23.21,0,0,OK,0,0,60.00
136.67,23.21,0,0,OK,0,0,60.00
137.18,23.21,0,0,OK,0,0,60.00
137.69,23.21,0,0,OK,0,0,60.00
138.19,23.21,0,0,OK,0,0,60.00
138.70,23.21,0,0,OK,0,0,60.00
139.21,23.21,0,0,OK,0,0,60.00
139.72,23.21,0,0,OK,0,0,60.00
140.22,23.21,0,0,OK,0,0,60.00
140.73,23.21,0,0,OK,0,0,60.00
141.24,23.21,0,0,OK,0,0,60.00
141.74,23.21,0,0,OK,0,0,60.00
142.25,23.21,0,0,OK,0,0,60.00
142.76,23.21,0,0,OK,0,0,60.00
143.26,23.21,0,0,OK,0,0,60.00
143.77,23.21,0,0,OK,0,0,60.00
144.28,23.21,0,0,OK,0,0,60.00
144.78,23.21,0,0,OK,0,0,60.00
145.29,23.21,0,0,OK,0,0,60.00
145.80,23.21,0,0,OK,0,0,60.00
146.30,23.21,0,0,OK,0,0,60.00
146.81,23.21,0,0,OK,0,0,60.00
147.32,23.21,0,0,OK,0,0,60.00
147.82,23.21,0,0,OK,0,0,60.00
148.33,23.21,0,0,OK,0,0,60.00
148.84,23.21,0,0,OK,0,0,60.00
149.35,23.21,0,0,OK,0,0,60.00
149.85,23.21,0,0,OK,0,0,60.00
150.36,23.21,0,0,OK,0,0,60.00
150.87,23.21,0,0,OK,0,0,60.00
151.37,23.21,0,0,OK,0,0,60.00
151.88,23.21,0,0,OK,0,0,60.00
152.39,23.21,0,0,OK,0,0,60.00
152.89,23.21,0,0,OK,0,0,60.00
153.40,23.21,0,0,OK,0,0,60.00
153.91,23.21,0,0,OK,0,0,60.00
154.41,23.21,0,0,OK,0,0,60.00
154.92,23.21,0,0,OK,0,0,60.00
155.43,23.21,0,0,OK,0,0,60.00
155.93,23.21,0,0,OK,0,0,60.00
156.44,23.21,0,0,OK,0,0,60.00
156.95,23.21,0,0,OK,0,0,60.00
157.45,23.21,0,0,OK,0,0,60.00
157.96,23.21,0,0,OK,0,0,60.00
158.47,23.21,0,0,OK,0,0,60.00
158.97,23.21,0,0,OK,0,0,60.00
159.48,23.22,0,0,OK,0,0,60.00
159.99,23.24,0,0,OK,0,0,60.00
160.50,23.30,0,0,OK,0,0,60.00
161.00,23.36,0,0,OK,0,0,60.00
161.51,23.38,0,0,OK,0,0,60.00
162.02,23.44,0,0,OK,0,0,60.00
162.52,23.44,0,0,OK,0,0,60.00
163.03,23.51,0,0,OK,0,0,60.00
163.54,23.55,0,0,OK,0,0,60.00
164.04,23.59,0,0,OK,0,0,60.00
164.55,23.64,0,0,OK,0,0,60.00
165.06,23.67,0,0,OK,0,0,60.00
165.56,23.74,0,0,OK,0,0,60.00
166.07,23.75,0,0,OK,0,0,60.00
166.58,23.82,0,0,OK,0,0,60.00
167.09,23.83,0,0,OK,0,0,60.00
167.59,23.83,0,0,OK,0,0,60.00
168.10,23.84,0,0,OK,0,0,60.00
168.61,23.75,0,0,OK,0,0,60.00
169.11,23.52,0,0,OK,0,0,60.00
169.62,23.42,0,0,OK,0,0,60.00
170.13,23.36,0,0,OK,0,0,60.00
170.63,23.36,0,0,OK,0,0,60.00
171.14,23.37,0,0,OK,0,0,60.00
171.65,23.37,0,0,OK,0,0,60.00
172.15,23.36,0,0,OK,0,0,60.00
172.66,23.37,0,0,OK,0,0,60.00
173.17,23.37,0,0,OK,0,0,60.00
173.67,23.36,0,0,OK,0,0,60.00
174.18,23.36,0,0,OK,0,0,60.00
174.69,23.37,0,0,OK,0,0,60.00
175.19,23.42,0,0,OK,0,0,60.00
175.70,23.43,0,0,OK,0,0,60.00
176.21,23.44,0,0,OK,0,0,60.00
176.71,23.51,0,0,OK,0,0,60.00
177.22,23.52,0,0,OK,0,0,60.00
177.73,23.53,0,0,OK,0,0,60.00
178.24,23.58,0,0,OK,0,0,60.00
178.74,23.59,0,0,OK,0,0,60.00
179.25,23.59,0,0,OK,0,0,60.00
179.76,23.61,0,0,OK,0,0,60.00
180.26,23.63,0,0,OK,0,0,60.00
180.77,23.65,0,0,OK,0,0,60.00
181.27,23.03,0,0,OK,0,0,60.00
181.78,23.70,0,0,OK,0,0,60.00
182.29,23.73,0,0,OK,0,0,60.00
182.80,23.74,0,0,OK,0,0,60.00
183.30,23.74,0,0,OK,0,0,60.00
183.81,23.74,0,0,OK,0,0,60.00
184.32,23.73,0,0,OK,0,0,60.00
184.82,23.69,0,0,OK,0,0,60.00
185.33,23.67,0,0,OK,0,0,60.00
185.84,23.67,0,0,OK,0,0,60.00
186.34,23.66,0,0,OK,0,0,60.00
186.85,23.70,0,0,OK,0,0,60.00
187.36,23.72,0,0,OK,0,0,60.00
187.87,23.72,0,0,OK,0,0,60.00
188.37,23.72,0,0,OK,0,0,60.00
188.88,23.67,0,0,OK,0,0,60.00
189.38,23.62,0,0,OK,0,0,60.00
189.89,23.54,0,0,OK,0,0,60.00
190.40,23.47,0,0,OK,0,0,60.00
190.91,23.43,0,0,OK,0,0,60.00
191.41,23.37,0,0,OK,0,0,60.00
191.92,23.31,0,0,OK,0,0,60.00
192.43,23.30,0,0,OK,0,0,60.00
192.93,23.29,0,0,OK,0,0,60.00
193.44,23.29,0,0,OK,0,0,60.00
193.95,23.29,0,0,OK,0,0,60.00
194.45,23.29,0,0,OK,0,0,60.00
194.96,23.29,0,0,OK,0,0,60.00
195.47,23.29,0,0,OK,0,0,60.00
195.97,23.29,0,0,OK,0,0,60.00
196.48,23.29,0,0,OK,0,0,60.00
196.99,23.29,0,0,OK,0,0,60.00
197.49,23.29,0,0,OK,0,0,60.00
198.00,23.29,0,0,OK,0,0,60.00
198.51,23.29,0,0,OK,0,0,60.00
199.02,23.29,0,0,OK,0,0,60.00
199.52,23.29,0,0,OK,0,0,60.00
200.03,23.29,0,0,OK,0,0,60.00
200.54,23.29,0,0,OK,0,0,60.00
201.04,23.29,0,0,OK,0,0,60.00
201.55,23.29,0,0,OK,0,0,60.00
202.06,23.29,0,0,OK,0,0,60.00
202.56,23.29,0,0,OK,0,0,60.00
203.07,23.29,0,0,OK,0,0,60.00
203.58,23.29,0,0,OK,0,0,60.00
204.08,23.29,0,0,OK,0,0,60.00
204.59,23.29,0,0,OK,0,0,60.00
205.10,23.29,0,0,OK,0,0,60.00
205.60,23.29,0,0,OK,0,0,60.00
206.11,23.29,0,0,OK,0,0,60.00
206.62,23.29,0,0,OK,0,0,60.00
207.13,23.29,0,0,OK,0,0,60.00
207.63,23.29,0,0,OK,0,0,60.00
208.14,23.29,0,0,OK,0,0,60.00
208.65,23.29,0,0,OK,0,0,60.00
209.15,23.29,0,0,OK,0,0,60.00
209.66,23.29,0,0,OK,0,0,60.00
210.17,23.29,0,0,OK,0,0,60.00
210.67,23.29,0,0,OK,0,0,60.00
211.18,23.29,0,0,OK,0,0,60.00
211.69,23.28,0,0,OK,0,0,60.00
212.19,23.27,0,0,OK,0,0,60.00
212.70,23.28,0,0,OK,0,0,60.00
213.21,23.27,0,0,OK,0,0,60.00
213.71,23.28,0,0,OK,0,0,60.00
214.22,23.28,0,0,OK,0,0,60.00
214.73,23.28,0,0,OK,0,0,60.00
215.23,23.28,0,0,OK,0,0,60.00
215.74,23.27,0,0,OK,0,0,60.00
216.25,23.24,0,0,OK,0,0,60.00
216.76,23.23,0,0,OK,0,0,60.00
217.26,23.23,0,0,OK,0,0,60.00
217.77,23.23,0,0,OK,0,0,60.00
218.27,23.22,0,0,OK,0,0,60.00
218.78,23.22,0,0,OK,0,0,60.00
219.29,23.22,0,0,OK,0,0,60.00
219.80,23.22,0,0,OK,0,0,60.00
220.30,23.22,0,0,OK,0,0,60.00
220.81,23.22,0,0,OK,0,0,60.00
221.32,23.22,0,0,OK,0,0,60.00
221.82,23.22,0,0,OK,0,0,60.00
222.33,23.21,0,0,OK,0,0,60.00
222.84,23.22,0,0,OK,0,0,60.00
223.34,23.21,0,0,OK,0,0,60.00
223.85,23.21,0,0,OK,0,0,60.00
224.36,23.21,0,0,OK,0,0,60.00
224.86,23.22,0,0,OK,0,0,60.00
225.37,23.21,0,0,OK,0,0,60.00
225.88,23.21,0,0,OK,0,0,60.00
226.38,23.21,0,0,OK,0,0,60.00
226.89,23.21,0,0,OK,0,0,60.00
227.40,23.21,0,0,OK,0,0,60.00
227.91,23.21,0,0,OK,0,0,60.00
228.41,23.21,0,0,OK,0,0,60.00
228.92,23.21,0,0,OK,0,0,60.00
229.43,23.21,0,0,OK,0,0,60.00
229.93,23.21,0,0,OK,0,0,60.00
230.44,23.21,0,0,OK,0,0,60.00
230.95,23.21,0,0,OK,0,0,60.00
231.45,23.21,0,0,OK,0,0,60.00
231.96,23.21,0,0,OK,0,0,60.00
232.47,23.21,0,0,OK,0,0,60.00
232.97,23.21,0,0,OK,0,0,60.00
233.48,23.21,0,0,OK,0,0,60.00
233.99,23.21,0,0,OK,0,0,60.00
234.49,23.21,0,0,OK,0,0,60.00
235.00,23.21,0,0,OK,0,0,60.00
235.51,23.21,0,0,OK,0,0,60.00
236.01,23.21,0,0,OK,0,0,60.00
236.52,23.21,0,0,OK,0,0,60.00
237.03,23.21,0,0,OK,0,0,60.00
237.54,23.21,0,0,OK,0,0,60.00
238.04,23.21,0,0,OK,0,0,60.00
238.55,23.21,0,0,OK,0,0,60.00
239.05,23.21,0,0,OK,0,0,60.00
239.56,23.21,0,0,OK,0,0,60.00
240.07,23.20,0,0,OK,0,0,60.00
240.58,23.20,0,0,OK,0,0,60.00
241.08,23.19,0,0,OK,0,0,60.00
241.59,23.20,0,0,OK,0,0,60.00
242.10,23.20,0,0,OK,0,0,60.00
242.60,23.21,0,0,OK,0,0,60.00
243.11,23.21,0,0,OK,0,0,60.00
243.62,23.21,0,0,OK,0,0,60.00
244.12,23.21,0,0,OK,0,0,60.00
244.63,23.21,0,0,OK,0,0,60.00
245.14,23.21,0,0,OK,0,0,60.00
245.65,23.21,0,0,OK,0,0,60.00
246.15,23.21,0,0,OK,0,0,60.00
246.66,23.21,0,0,OK,0,0,60.00
247.16,23.21,0,0,OK,0,0,60.00
247.67,23.21,0,0,OK,0,0,60.00
248.18,23.21,0,0,OK,0,0,60.00
248.69,23.21,0,0,OK,0,0,60.00
249.19,23.21,0,0,OK,0,0,60.00
249.70,23.21,0,0,OK,0,0,60.00
250.21,23.22,0,0,OK,0,0,60.00
250.71,23.21,0,0,OK,0,0,60.00
251.22,23.21,0,0,OK,0,0,60.00
251.73,23.22,0,0,OK,0,0,60.00
252.23,23.22,0,0,OK,0,0,60.00
252.74,23.21,0,0,OK,0,0,60.00
253.25,23.21,0,0,OK,0,0,60.00
253.75,23.22,0,0,OK,0,0,60.00
254.26,23.22,0,0,OK,0,0,60.00
254.77,23.22,0,0,OK,0,0,60.00
255.27,23.22,0,0,OK,0,0,60.00
255.78,23.21,0,0,OK,0,0,60.00
256.29,23.22,0,0,OK,0,0,60.00
256.80,23.22,0,0,OK,0,0,60.00
257.30,23.22,0,0,OK,0,0,60.00
257.81,23.22,0,0,OK,0,0,60.00
258.32,23.22,0,0,OK,0,0,60.00
258.82,23.22,0,0,OK,0,0,60.00
259.33,23.22,0,0,OK,0,0,60.00
259.83,23.22,0,0,OK,0,0,60.00
260.34,23.22,0,0,OK,0,0,60.00
260.85,23.22,0,0,OK,0,0,60.00
261.36,23.21,0,0,OK,0,0,60.00
261.86,23.22,0,0,OK,0,0,60.00
262.37,23.22,0,0,OK,0,0,60.00
262.88,23.22,0,0,OK,0,0,60.00
263.38,23.22,0,0,OK,0,0,60.00
263.89,23.22,0,0,OK,0,0,60.00
264.40,23.22,0,0,OK,0,0,60.00
264.90,23.22,0,0,OK,0,0,60.00
265.41,23.22,0,0,OK,0,0,60.00
265.92,23.22,0,0,OK,0,0,60.00
266.42,23.22,0,0,OK,0,0,60.00
266.93,23.22,0,0,OK,0,0,60.00
267.44,23.23,0,0,OK,0,0,60.00
267.95,23.23,0,0,OK,0,0,60.00
268.45,23.23,0,0,OK,0,0,60.00
268.96,23.23,0,0,OK,0,0,60.00
269.47,23.24,0,0,OK,0,0,60.00
269.97,23.24,0,0,OK,0,0,60.00
270.48,23.24,0,0,OK,0,0,60.00
270.99,23.25,0,0,OK,0,0,60.00
271.49,23.25,0,0,OK,0,0,60.00
272.00,23.25,0,0,OK,0,0,60.00
272.51,23.25,0,0,OK,0,0,60.00
273.01,23.26,0,0,OK,0,0,60.00
273.52,23.26,0,0,OK,0,0,60.00
274.03,23.26,0,0,OK,0,0,60.00
274.53,23.26,0,0,OK,0,0,60.00
275.04,23.26,0,0,OK,0,0,60.00
275.55,23.26,0,0,OK,0,0,60.00
276.05,23.26,0,0,OK,0,0,60.00
276.56,23.27,0,0,OK,0,0,60.00
277.07,23.27,0,0,OK,0,0,60.00
277.58,23.27,0,0,OK,0,0,60.00
278.08,23.27,0,0,OK,0,0,60.00
278.59,23.27,0,0,OK,0,0,60.00
279.10,23.27,0,0,OK,0,0,60.00
279.60,23.28,0,0,OK,0,0,60.00
280.11,23.28,0,0,OK,0,0,60.00
280.62,23.28,0,0,OK,0,0,60.00
281.12,23.28,0,0,OK,0,0,60.00
281.63,23.28,0,0,OK,0,0,60.00
282.14,23.28,0,0,OK,0,0,60.00
282.64,23.28,0,0,OK,0,0,60.00
283.15,23.28,0,0,OK,0,0,60.00
283.66,23.29,0,0,OK,0,0,60.00
284.17,23.29,0,0,OK,0,0,60.00
284.67,23.28,0,0,OK,0,0,60.00
285.18,23.28,0,0,OK,0,0,60.00
285.69,23.28,0,0,OK,0,0,60.00
286.19,23.28,0,0,OK,0,0,60.00
286.70,23.28,0,0,OK,0,0,60.00
287.21,23.28,0,0,OK,0,0,60.00
287.71,23.29,0,0,OK,0,0,60.00
288.22,23.29,0,0,OK,0,0,60.00
288.73,23.29,0,0,OK,0,0,60.00
289.23,23.29,0,0,OK,0,0,60.00
289.74,23.29,0,0,OK,0,0,60.00
290.25,23.29,0,0,OK,0,0,60.00
290.75,23.29,0,0,OK,0,0,60.00
291.26,23.29,0,0,OK,0,0,60.00
291.77,23.29,0,0,OK,0,0,60.00
292.27,23.29,0,0,OK,0,0,60.00
292.78,23.29,0,0,OK,0,0,60.00
293.29,23.29,0,0,OK,0,0,60.00
293.79,23.29,0,0,OK,0,0,60.00
294.30,23.29,0,0,OK,0,0,60.00
294.81,23.29,0,0,OK,0,0,60.00
295.32,23.29,0,0,OK,0,0,60.00
295.82,23.29,0,0,OK,0,0,60.00
296.33,23.29,0,0,OK,0,0,60.00
296.84,23.29,0,0,OK,0,0,60.00
297.34,23.29,0,0,OK,0,0,60.00
297.85,23.29,0,0,OK,0,0,60.00
298.36,23.29,0,0,OK,0,0,60.00
298.86,23.29,0,0,OK,0,0,60.00
299.37,23.29,0,0,OK,0,0,60.00
299.88,23.29,0,0,OK,0,0,60.00
300.38,23.29,0,0,OK,0,0,60.00
300.89,23.29,0,0,OK,0,0,60.00
301.40,23.29,0,0,OK,0,0,60.00
301.90,23.29,0,0,OK,0,0,60.00
302.41,23.29,0,0,OK,0,0,60.00
302.92,23.29,0,0,OK,0,0,60.00
303.42,23.29,0,0,OK,0,0,60.00
303.93,23.29,0,0,OK,0,0,60.00
304.44,23.29,0,0,OK,0,0,60.00
304.95,23.29,0,0,OK,0,0,60.00
305.45,23.29,0,0,OK,0,0,60.00
305.96,23.29,0,0,OK,0,0,60.00
